Title,URL,VisitCount,LastVisitTime
Create an Account with GrabzIt,https://grabz.it/login/create/?source=extension,1,2024-09-02T10:19:22+05:00
Free Online Document Editing with Microsoft Word | Microsoft 365,https://www.microsoft.com/en/microsoft-365/word,1,2024-09-02T10:31:12+05:00
Word,https://word.cloud.microsoft/signin?wdOrigin=MARKETING.WORD.SIGNIN&culture=en-us,1,2024-09-02T10:31:30+05:00
Webpage to DOCX - Chrome Web Store,https://chromewebstore.google.com/detail/lgnilmnjhjckgcgbljmemfmblpjmjfjn,1,2024-09-02T10:19:12+05:00
Sign in to your account,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=2821b473-fe24-4c86-ba16-62834d6e80c3&scope=User.Read%20openid%20profile%20offline_access&redirect_uri=https%3A%2F%2Fword.cloud.microsoft&client-request-id=0191b24a-3787-7ed5-87ca-ad23fbad8e55&response_mode=fragment&response_type=code&x-client-SKU=msal.js.browser&x-client-VER=3.20.0&client_info=1&code_challenge=kyDOkBODKEM80kfwHc8rPI9P-UMdSBn6qPkos2bNKm0&code_challenge_method=S256&prompt=select_account&nonce=0191b24a-3789-7acd-9e5d-50ff6e88a3da&state=eyJpZCI6IjAxOTFiMjRhLTM3ODgtN2FkZC05ZDMwLTk5ZGQ2MGEwOWJmMiIsIm1ldGEiOnsiaW50ZXJhY3Rpb25UeXBlIjoicmVkaXJlY3QifX0%3D%7CwdOrigin%3DMARKETING.WORD.SIGNIN&claims=%7B%22access_token%22%3A%7B%22xms_cc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D,1,2024-09-02T10:31:34+05:00
,https://acrobat.adobe.com/dc-chrome-extension/mv/en_US/Acrobat-for-Chrome.pdf,1,2024-09-02T10:43:11+05:00
Acrobat-for-Chrome.pdf,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/viewer.html?pdfurl=https%3A%2F%2Facrobat.adobe.com%2Fdc-chrome-extension%2Fmv%2Fen_US%2FAcrobat-for-Chrome.pdf&tabId=1182001657&clen=1393211&chunk=true,1,2024-09-02T10:43:11+05:00
COMP519 Web Programming Autumn 2015 JavaScript,https://www.csc.liv.ac.uk/~martin/teaching/comp519/NOTES/JavaScript.pdf,1,2024-09-02T09:59:28+05:00
Acrobat-for-Chrome.pdf,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/viewer.html?pdfurl=https%3A%2F%2Facrobat.adobe.com%2Fdc-chrome-extension%2Fmv%2Fen_US%2FAcrobat-for-Chrome.pdf&tabId=1182001657,1,2024-09-02T10:51:58+05:00
COMP519: Web Programming Assignment 4,https://cgi.csc.liv.ac.uk/~martin/teaching/comp519/HW/hw4.php,1,2024-09-02T11:29:42+05:00
Index of /class/cs/csse290-WebProgramming/201330/Homework,https://www.rose-hulman.edu/class/cs/csse290-WebProgramming/201330/Homework/,1,2024-09-02T08:05:04+05:00
Index of /class/cs/csse290-WebProgramming/201330/Homework/1,https://www.rose-hulman.edu/class/cs/csse290-WebProgramming/201330/Homework/1/,1,2024-09-02T08:04:47+05:00
Course Sidekick,https://www.coursesidekick.com/dashboard/rewards,1,2024-09-02T08:02:03+05:00
Farewell Reel - Google Photos,https://photos.google.com/share/AF1QipMIFO42rAMgI0rj1cXf-tFks6NEF5lY4qN4Y4kBXFRvceJGeBKGli7aIjf3qld1qQ,1,2024-09-02T16:34:39+05:00
Farewell Reel - Google Photos,https://photos.google.com/share/AF1QipMIFO42rAMgI0rj1cXf-tFks6NEF5lY4qN4Y4kBXFRvceJGeBKGli7aIjf3qld1qQ?key=SWVaVThScE55U1dSTFRTaUNGV1E3MFlUcGxxM1F3,1,2024-09-02T16:34:40+05:00
INSSIST | Assistant for Instagram,chrome-extension://bcocdbombenodlegijagbhdjbifpiijp/inssist.html#instagram.com/challenge/?next=https%3A%2F%2Fwww.instagram.com%2Fcyberspace_legion%2F%3F__coig_challenged%3D1,1,2024-09-02T16:35:12+05:00
Course Sidekick | Membership Upgrade,https://www.coursesidekick.com/payment?content_id=2532972&content_type=document&return_url=%2Finformation-systems%2F2532972,1,2024-09-02T08:00:46+05:00
Flameshot | Open Source Screenshot Software,https://flameshot.org/,1,2024-09-02T16:49:40+05:00
Flameshot | Open Source Screenshot Software,https://flameshot.org/#download,1,2024-09-02T16:49:46+05:00
Sign In - Google Accounts,https://accounts.google.com/gsi/select?client_id=144313771453-09b5diigu6kqkb6mb286a91vf1cd0vsi.apps.googleusercontent.com&ux_mode=popup&ui_mode=card&context=signup&as=ip7RvSR3UqMKXm4dSp8b2Q&channel_id=8bdfe8c74c979093a5589c5ba12f016e05f4342c27e7493c86a25e9f00dd7a37&origin=https%3A%2F%2Fwww.coursesidekick.com,1,2024-09-02T08:00:39+05:00
Course Sidekick | Register,https://www.coursesidekick.com/register?content_type=document&content_id=2532972&return_url=%2Finformation-systems%2F2532972,1,2024-09-02T08:00:36+05:00
(303) autopsy keyword search - YouTube,https://www.youtube.com/results?search_query=autopsy+keyword+search,1,2024-09-02T17:19:20+05:00
(303) autopsy keyword search error ingest - YouTube,https://www.youtube.com/results?search_query=autopsy+keyword+search+error+ingest,1,2024-09-02T17:19:40+05:00
"Creating a Personal Website: HTML, CSS & JavaScript Programming - Course Sidekick",https://www.coursesidekick.com/information-systems/2532972,1,2024-09-02T08:00:20+05:00
COMP519: Web Programming Assignment 3,https://cgi.csc.liv.ac.uk/~martin/teaching/comp519/HW/hw3.php,1,2024-09-02T07:59:23+05:00
COMP519: Web Programming Homepage,https://cgi.csc.liv.ac.uk/~martin/teaching/comp519/HW/hw1.php,1,2024-09-02T07:58:58+05:00
Just a moment...,https://validator.w3.org/nu/?doc=https%3A%2F%2Fwww.coursesidekick.com%2Finformation-systems%2F2828270&__cf_chl_tk=xcEwed04YQ9iUyie2w3MdxFcSAFFmykT8uEY5_wEasI-1725263832-0.0.1.1-5140,1,2024-09-02T07:57:17+05:00
Keyword Ingest module failure - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-ingest-module-failure/465/2,1,2024-09-02T17:21:03+05:00
Keyword Ingest module failure - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-ingest-module-failure/465/3,1,2024-09-02T17:21:12+05:00
Keyword Ingest module failure - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-ingest-module-failure/465/4,1,2024-09-02T17:21:17+05:00
Keyword Ingest module failure - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-ingest-module-failure/465/5,1,2024-09-02T17:21:18+05:00
Keyword Ingest module failure - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-ingest-module-failure/465/6,1,2024-09-02T17:21:20+05:00
Keyword Ingest module failure - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-ingest-module-failure/465/7,1,2024-09-02T17:21:22+05:00
Keyword Ingest module failure - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-ingest-module-failure/465/8,1,2024-09-02T17:21:27+05:00
Just a moment...,https://validator.w3.org/nu/?doc=https%3A%2F%2Fwww.coursesidekick.com%2Finformation-systems%2F2828270&__cf_chl_rt_tk=xcEwed04YQ9iUyie2w3MdxFcSAFFmykT8uEY5_wEasI-1725263832-0.0.1.1-5140,1,2024-09-02T07:57:13+05:00
Keyword Ingest module failure - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-ingest-module-failure/465/10,1,2024-09-02T17:22:25+05:00
Keyword Search: The index could not be opened or does not exist (2023) - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-search-the-index-could-not-be-opened-or-does-not-exist-2023/3554/4,1,2024-09-02T17:23:24+05:00
Keyword Search: The index could not be opened or does not exist (2023) - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-search-the-index-could-not-be-opened-or-does-not-exist-2023/3554/5,1,2024-09-02T17:23:29+05:00
Keyword Search: The index could not be opened or does not exist (2023) - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-search-the-index-could-not-be-opened-or-does-not-exist-2023/3554/7,1,2024-09-02T17:23:35+05:00
Keyword Search: The index could not be opened or does not exist (2023) - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-search-the-index-could-not-be-opened-or-does-not-exist-2023/3554/8,1,2024-09-02T17:23:38+05:00
Keyword Search: The index could not be opened or does not exist (2023) - Autopsy Help - Autopsy and The Sleuth Kit,https://sleuthkit.discourse.group/t/keyword-search-the-index-could-not-be-opened-or-does-not-exist-2023/3554/9,1,2024-09-02T17:23:44+05:00
Autopsy Forensic Report for case C1Prj03,file:///C:/Users/MUNIB/OneDrive/Documents/Forensic%20assignment%201%20solution/C1Prj03/Reports/C1Prj03%20HTML%20Report%2009-02-2024-22-46-36/report.html,1,2024-09-02T17:46:39+05:00
Autopsy Forensic Report for case C1Prj06,file:///C:/Users/MUNIB/OneDrive/Documents/Forensic%20assignment%201%20solution/C1Prj06/Reports/C1Prj06%20HTML%20Report%2009-02-2024-23-24-42/report.html,1,2024-09-02T18:25:03+05:00
Autopsy Forensic Report for case C1Prj06,file:///C:/Users/MUNIB/OneDrive/Documents/Forensic%20assignment%201%20solution/C1Prj06/Reports/C1Prj06%20HTML%20Report%2009-02-2024-23-33-15/report.html,1,2024-09-02T18:33:28+05:00
Topics · Web Dev Topics · Learn the Web,https://learntheweb.courses/topics/,1,2024-09-02T07:45:33+05:00
Web dev activities & quizzes · Learn the Web,https://learntheweb.courses/activities/,1,2024-09-02T07:45:31+05:00
ChatGPT,https://chatgpt.com/c/22973e0e-51ab-4d57-982a-939cf31d6521,1,2024-09-04T05:37:35+05:00
SHIVAM JAISWAL,https://web.iitd.ac.in/~ddz208076/index.html,1,2024-09-02T07:42:54+05:00
Building my own write blocker. Spoiler — It’s cheaper than buying one | by SecHaq | Medium,https://sechaq.medium.com/building-my-own-write-blocker-cbf687eb0fd0,1,2024-09-04T06:43:32+05:00
Write Blockers - CRU,https://www.cru-inc.com/data-protection-topics/write-blockers/,1,2024-09-04T06:43:42+05:00
DSL732 Assignment,https://web.iitd.ac.in/~ddz208076/dsl732/dsl732_assignments.html,1,2024-09-02T07:42:37+05:00
Web Programming Assignment Help | Computer Science Assignment Help,https://www.bookmyessay.com/web-programming-assignment/,1,2024-09-02T07:41:25+05:00
Medium,https://medium.com/search?q=write%20blocker%20windowa,1,2024-09-04T06:45:41+05:00
Medium,https://medium.com/search?q=write+blocker+windowa,1,2024-09-04T06:45:42+05:00
Medium,https://medium.com/search?source=---two_column_layout_nav----------------------------------&q=write+blocker+windows,1,2024-09-04T06:45:44+05:00
Medium,https://medium.com/search?q=write+blocker+windows,1,2024-09-04T06:45:44+05:00
Medium,https://medium.com/search?source=---two_column_layout_nav----------------------------------&q=writeblocker+windows,1,2024-09-04T06:45:50+05:00
Medium,https://medium.com/search?q=writeblocker+windows,1,2024-09-04T06:45:50+05:00
Medium,https://medium.com/search?source=---two_column_layout_nav----------------------------------&q=writeblocker+,1,2024-09-04T06:46:03+05:00
Medium,https://medium.com/search?q=writeblocker+,1,2024-09-04T06:46:03+05:00
Web Programming Assignment Help | Web Programming Assignment Help,https://www.goassignmenthelp.com/web-programming-assignment-help/,1,2024-09-02T07:41:20+05:00
22i-1635_Task2,file:///C:/Users/MUNIB/AppData/Local/Temp/b14aa417-5eb1-4fc9-8603-89358707da81_22i-1635_D%20(1).zip.22i-1635_D%20(1).zip/22i-1635_D/task2.html,1,2024-09-04T17:17:39+05:00
22i-1635_Task3,file:///C:/Users/MUNIB/AppData/Local/Temp/ce62d367-5fb2-4fe3-a9e8-e60cb6a585ce_22i-1635_D%20(1).zip.22i-1635_D%20(1).zip/22i-1635_D/task3.html,1,2024-09-04T17:17:42+05:00
22i-1635_Task4,file:///C:/Users/MUNIB/AppData/Local/Temp/2490f2c5-65a3-4f22-8f2d-327bac1e77b7_22i-1635_D%20(1).zip.22i-1635_D%20(1).zip/22i-1635_D/task4.html,1,2024-09-04T17:17:45+05:00
22i-1635_Task5,file:///C:/Users/MUNIB/AppData/Local/Temp/5466250e-d899-4daf-a7d3-a9b69cab3fef_22i-1635_D%20(1).zip.22i-1635_D%20(1).zip/22i-1635_D/task5.html,1,2024-09-04T17:17:49+05:00
Blocked by Browser Guard,chrome-extension://ihcjicgdanjaechkgeegckofjjedodee/app/eventpages/block-mv3.html?referrer=https%3A%2F%2Fcodingzap.com%2Fsample-assignment-solutions%2F&url=https%3A%2F%2Fcodingzap.com%2Fwp-content%2Fuploads%2F2023%2F08%2FJavaScript_sample_Assignment.zip&host=codingzap.com&type=scam&subtype=suspiciousContent&tabId=undefined&filename=C%3A%5CUsers%5CMUNIB%5CDownloads%5CJavaScript_sample_Assignment.zip&prevUrl=null,1,2024-09-02T07:40:56+05:00
Creating a Professional Personal Website with HTML and CSS | - Course Sidekick,https://www.coursesidekick.com/information-systems/2828270,1,2024-09-02T07:39:32+05:00
Python - Automate Registry Key Changes,https://chatgpt.com/g/g-cKXjWStaE-python/c/fe18c3c2-4e93-4cde-be92-32c3003e10ea,1,2024-09-05T09:24:02+05:00
Download Python | Python.org,https://www.python.org/downloads/,1,2024-09-05T09:40:33+05:00
file:///C:/Users/MUNIB/OneDrive/Documents/writeblocker/registry.html,file:///C:/Users/MUNIB/OneDrive/Documents/writeblocker/registry.html,1,2024-09-05T10:02:05+05:00
Registry Modifier,file:///C:/Users/MUNIB/OneDrive/Documents/writeblocker/index.html,1,2024-09-05T10:06:21+05:00
Web Programming-Assignment-1 (1) (pdf) - Course Sidekick,https://www.coursesidekick.com/computer-science/13228286,1,2024-09-02T07:39:29+05:00
(312) edit registry using python - YouTube,https://www.youtube.com/results?search_query=edit+registry+using+python,1,2024-09-05T18:22:34+05:00
How to Automate WINDOWS REGISTRY using python - YouTube,https://www.youtube.com/watch?v=OLEyxHvIrd0&pp=ygUaZWRpdCByZWdpc3RyeSB1c2luZyBweXRob24%3D,1,2024-09-05T18:22:42+05:00
(312) How to Automate WINDOWS REGISTRY using python - YouTube,https://www.youtube.com/watch?v=OLEyxHvIrd0,1,2024-09-05T18:22:46+05:00
Windows Registry in Python - YouTube,https://www.youtube.com/watch?v=yhOyf8bjX5k&pp=ygUaZWRpdCByZWdpc3RyeSB1c2luZyBweXRob24%3D,1,2024-09-05T18:23:01+05:00
Updating the windows registry with python (Modify path variable in windows with python) - YouTube,https://www.youtube.com/watch?v=MdshNIw_ZRM&pp=ygUaZWRpdCByZWdpc3RyeSB1c2luZyBweXRob24%3D,1,2024-09-05T18:23:04+05:00
(312) Windows Registry in Python - YouTube,https://www.youtube.com/watch?v=yhOyf8bjX5k,1,2024-09-05T18:23:06+05:00
Updating the windows registry with python (Modify path variable in windows with python) - YouTube,https://www.youtube.com/watch?v=MdshNIw_ZRM,1,2024-09-05T18:23:08+05:00
How to Create a new Windows Registry Key in Python - YouTube,https://www.youtube.com/watch?v=az-ba7uVmGs&pp=ygUaZWRpdCByZWdpc3RyeSB1c2luZyBweXRob24%3D,1,2024-09-05T18:23:10+05:00
How to Create a new Windows Registry Key in Python - YouTube,https://www.youtube.com/watch?v=az-ba7uVmGs,1,2024-09-05T18:23:14+05:00
Editing the Windows Registry with PowerShell - YouTube,https://www.youtube.com/watch?v=R9pP_rxBNrE&pp=ygUaZWRpdCByZWdpc3RyeSB1c2luZyBweXRob24%3D,1,2024-09-05T18:23:18+05:00
Editing the Windows Registry with PowerShell - YouTube,https://www.youtube.com/watch?v=R9pP_rxBNrE,1,2024-09-05T18:23:23+05:00
Editing Windows registry from Python Under Linux - YouTube,https://www.youtube.com/watch?v=jhxBQm7_xbo&pp=ygUaZWRpdCByZWdpc3RyeSB1c2luZyBweXRob24%3D,1,2024-09-05T18:23:25+05:00
Editing Windows registry from Python Under Linux - YouTube,https://www.youtube.com/watch?v=jhxBQm7_xbo,1,2024-09-05T18:23:30+05:00
Web Programming 2Unit 4 Assignment (docx) - Course Sidekick,https://www.coursesidekick.com/computer-science/13381652,1,2024-09-02T07:39:25+05:00
Course Sidekick | Search Results,https://www.coursesidekick.com/search/results?query=HTML+Web+Programming+Assignment,1,2024-09-02T07:39:10+05:00
"Course Sidekick | Ace your courses with our free study and lecture notes, summaries, exam prep, and other resources",https://www.coursesidekick.com/,1,2024-09-02T07:39:01+05:00
ChatGPT,https://chatgpt.com/g/g-cksUvVWar-code-gpt-python-java-c-html-javascript-more/c/8ae14dca-d347-4987-8ae6-01691c76c496,1,2024-09-05T18:42:10+05:00
Blocked by Browser Guard,chrome-extension://ihcjicgdanjaechkgeegckofjjedodee/app/eventpages/block-mv3.html?referrer=https%3A%2F%2Fcodingzap.com%2Fsample-assignment-solutions%2F&url=https%3A%2F%2Fcodingzap.com%2Fwp-content%2Fuploads%2F2023%2F08%2FWebsite_Layout_Assignment.zip&host=codingzap.com&type=scam&subtype=suspiciousContent&tabId=undefined&filename=C%3A%5CUsers%5CMUNIB%5CDownloads%5CWebsite_Layout_Assignment.zip&prevUrl=null,1,2024-09-02T07:33:54+05:00
Grimoire - Advanced UI Enhancement,https://chatgpt.com/g/g-n7Rs0IK86-grimoire/c/d50ace56-a6a1-415a-a403-ae557aec784a,1,2024-09-05T18:58:24+05:00
Sample Assignment Solutions - Codingzap,https://codingzap.com/sample-assignment-solutions/,1,2024-09-02T07:32:27+05:00
ChatGPT - DALL·E,https://chatgpt.com/g/g-2fkFE8rbu-dall-e/c/d7736f19-6a5b-490d-8df8-924fdf5ef8db,1,2024-09-05T19:13:34+05:00
ChatGPT,https://chatgpt.com/c/b8450ee3-290d-47c6-bde8-79d791355422,1,2024-09-05T19:18:06+05:00
Using NVIDIA Screen Recorder,https://chatgpt.com/c/88bfd0bc-5a70-4f86-8abe-2d6718e568cf,1,2024-09-06T05:09:38+05:00
Colostomo Website for Development Courses | Scott Granneman,https://granneman.com/teaching/web-development-granneman-way/assignments/colostomo-website,1,2024-09-02T07:32:11+05:00
how to use nvidia video capture for desktop - Google Search,"https://www.google.com/search?q=how+to+use+nvidia+video+capture+for+desktop&oq=how+to+use+nvidia+video+capture+for+des&gs_lcrp=EgZjaHJvbWUqBwgBECEYoAEyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRigATIHCAQQIRiPAjIHCAUQIRiPAtIBCTMyMjEzajBqN6gCALACAA&sourceid=chrome&ie=UTF-8#fpstate=ive&vld=cid:9d14ac43,vid:E0MugfXlCx0,st:33",1,2024-09-06T05:16:08+05:00
Web Dev Assignments | Scott Granneman,https://granneman.com/teaching/web-development-granneman-way/assignments,1,2024-09-02T07:31:54+05:00
Assignment Website Development Assignment 1 | PDF | Communication | World Wide Web,https://www.scribd.com/document/507753928/Assignment-Website-Development-Assignment-1,1,2024-09-02T07:31:50+05:00
How to record with GeForce experience - [ Nvidia ] GeForce experience screen recorder - YouTube,https://www.youtube.com/watch?v=rqN7R49p3Sk&pp=ygUgYmVzdCB2aWRlbyByZWNvcmRlciB3aXRoIGludmlkaWE%3D,1,2024-09-06T05:32:51+05:00
web development - cs506 - VU - Studocu,https://www.studocu.com/row/course/virtual-university-of-pakistan/web-development/5962602?origin=search-results,1,2024-09-02T07:29:08+05:00
(312) Record games on PC! #shorts - YouTube,https://www.youtube.com/shorts/AqXGWtpp0LY,1,2024-09-06T05:33:09+05:00
"(312) How To Record laptop screen with Nvidia shadowplay, (privacy settings) - YouTube",https://www.youtube.com/watch?v=4feSNd5ALt8,1,2024-09-06T05:40:44+05:00
web development - Studocu,https://www.studocu.com/row/course/air-university/web-development/5820957?origin=search-results,1,2024-09-02T07:28:59+05:00
(312) gomcam video capture - YouTube,https://www.youtube.com/results?search_query=gomcam+video+capture,1,2024-09-06T05:46:10+05:00
(312) best pc screen recorders - YouTube,https://www.youtube.com/results?search_query=best+pc+screen+recorders,1,2024-09-06T05:46:50+05:00
"Top 5 Free Computer Screen Recording Software For Windows , Mac & Linux - YouTube",https://www.youtube.com/watch?v=fzGjbPAY--8&pp=ygUYYmVzdCBwYyBzY3JlZW4gcmVjb3JkZXJz,1,2024-09-06T05:48:01+05:00
"Top 5 Free Computer Screen Recording Software For Windows , Mac & Linux - YouTube",https://www.youtube.com/watch?v=fzGjbPAY--8,1,2024-09-06T05:48:05+05:00
"(312) All In One Screen Recorder, GOM Cam | Fast and Easy Way to Record Your Screen - YouTube",https://www.youtube.com/watch?v=vkMRbz3y7w0,1,2024-09-06T05:49:45+05:00
screenrec - Google Search,https://www.google.com/search?q=screenrec&oq=screenrec&gs_lcrp=EgZjaHJvbWUqCggAEAAYsQMYgAQyCggAEAAYsQMYgAQyBwgBEAAYgAQyCQgCEAAYChiABDIJCAMQABgKGIAEMgkIBBAAGAoYgAQyBwgFEAAYgAQyCQgGEAAYChiABDIJCAcQABgKGIAEMgkICBAAGAoYgAQyCQgJEAAYChiABNIBCDI0MDhqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,1,2024-09-06T05:50:08+05:00
Communicate Faster with Instant Video Messages & Screenshots,https://screenrec.com/,1,2024-09-06T05:50:11+05:00
Thank You For Downloading ScreenRec — Free Screen Recorder,https://screenrec.com/screenrec-quickstart-guide-for-windows-xp-vista-7-8-10/,1,2024-09-06T05:50:24+05:00
top pc screen recorder - Google Search,https://www.google.com/search?q=top+pc+screen+recorder&oq=top+pc+screen+recorder&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDIICAEQABgWGB4yCAgCEAAYFhgeMggIAxAAGBYYHjIICAQQABgWGB4yCAgFEAAYFhgeMggIBhAAGBYYHjIICAcQABgWGB4yCAgIEAAYFhgeMg0ICRAAGIYDGIAEGIoF0gEINDUxMGowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,1,2024-09-06T05:50:30+05:00
The 6 Best Screen Recorders for Windows PC in 2024,https://www.ispringsolutions.com/blog/10-best-screen-recording-software-for-windows-free-and-paid,1,2024-09-06T05:50:35+05:00
CSS Layout - Horizontal & Vertical Align,https://www.w3schools.com/css/css_align.asp,1,2024-09-02T07:26:29+05:00
ShareX - The best free and open source screenshot tool for Windows,https://getsharex.com/,1,2024-09-06T05:51:05+05:00
The 6 Best Screen Recorders for Windows PC in 2024,https://www.ispringsolutions.com/blog/10-best-screen-recording-software-for-windows-free-and-paid#Camtasia-The-Best-Screen-Recorder-for-Post-production-Editing,1,2024-09-06T05:51:32+05:00
The 6 Best Screen Recorders for Windows PC in 2024,https://www.ispringsolutions.com/blog/10-best-screen-recording-software-for-windows-free-and-paid#Loom-The-Best-Screen-Recorder-for-Easy-Video-Sharing,1,2024-09-06T05:51:47+05:00
ScreenPal | Screen Recorder & Video Editor,https://screenpal.com/,1,2024-09-06T05:52:51+05:00
3650d9_cf9c748b99044737b22a889a34f8e957.pdf,https://www.walzl1.com/_files/ugd/3650d9_cf9c748b99044737b22a889a34f8e957.pdf,1,2024-09-02T07:25:59+05:00
Download GOM Cam,https://www.softpedia.com/get/Multimedia/Graphic/Graphic-Capture/GOM-Cam.shtml,1,2024-09-06T06:49:45+05:00
3650d9_8ef4bdc05cc442728501a72653a819b1.pdf,https://www.walzl1.com/_files/ugd/3650d9_8ef4bdc05cc442728501a72653a819b1.pdf,1,2024-09-02T07:25:41+05:00
Download GOM Cam,https://www.softpedia.com/get/Multimedia/Graphic/Graphic-Capture/GOM-Cam.shtml#download,1,2024-09-06T06:49:56+05:00
GOM Cam download starting...,https://www.softpedia.com/dyn-postdownload.php/2c4f7061bef2736a4b80b170f90e62d1/66dab425/3df9d/0/1,1,2024-09-06T06:49:59+05:00
Sign in - Google Accounts,https://accounts.google.com/o/oauth2/auth?login_hint&response_type=code&redirect_uri=https%3A%2F%2Fauth.scribd.com%2Flogin%2Fcallback&scope=email%20profile&state=8VUDtZdYXG-3Q9P6Uywj5yhXMODTMZWx&client_id=491264573595-3jeb3dbb7jdbo8s1b0bf4d228o9hn104.apps.googleusercontent.com&service=lso&o2v=1&ddm=0&flowName=GeneralOAuthFlow,1,2024-09-02T07:21:32+05:00
download | OBS Forums,https://obsproject.com/forum/tags/download/,1,2024-09-06T06:50:47+05:00
Download | OBS,https://obsproject.com/download,1,2024-09-06T06:50:59+05:00
Welcome | OBS,https://obsproject.com/welcome,1,2024-09-06T06:51:08+05:00
,https://accounts.google.com/o/oauth2/auth?login_hint&response_type=code&redirect_uri=https%3A%2F%2Fauth.scribd.com%2Flogin%2Fcallback&scope=email+profile&state=8VUDtZdYXG-3Q9P6Uywj5yhXMODTMZWx&client_id=491264573595-3jeb3dbb7jdbo8s1b0bf4d228o9hn104.apps.googleusercontent.com&service=lso&o2v=1&ddm=0&flowName=GeneralOAuthFlow,1,2024-09-02T07:21:30+05:00
ChatGPT - Pentest reporter,https://chatgpt.com/g/g-dtkGX8MrO-pentest-reporter,1,2024-09-06T10:13:33+05:00
ChatGPT - Pentest reporter,https://chatgpt.com/g/g-dtkGX8MrO-pentest-reporter/c/03ca0dd1-3efb-42db-a9bf-ffe136cbfb71,1,2024-09-06T10:20:55+05:00
Choose a Plan | Scribd,https://www.scribd.com/archive/plans?slideshare=true,1,2024-09-02T07:21:20+05:00
Sign in - Google Accounts,https://accounts.google.com/o/oauth2/auth?login_hint&response_type=code&redirect_uri=https%3A%2F%2Fauth.scribd.com%2Flogin%2Fcallback&scope=email%20profile&state=8VUDtZdYXG-3Q9P6Uywj5yhXMODTMZWx&client_id=491264573595-3jeb3dbb7jdbo8s1b0bf4d228o9hn104.apps.googleusercontent.com&service=lso&o2v=1&ddm=0,1,2024-09-02T07:21:12+05:00
ChatGPT,https://chatgpt.com/c/b453e0fa-ee67-49b8-8384-a555ec19c691,1,2024-09-06T16:35:51+05:00
Sign up | Scribd,https://auth.scribd.com/u/signup?state=hKFo2SBCRnkxcU9MRWVnbEZFQm5NTFBlUjBfOGNLYnFhYUFkYaFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIHVuWjFTM1QxVElOMTI0ZjhGZWRwNFJRX2lqZzFLaUgto2NpZNkgZ3ljN3lyZnpzdkpmaXd5bHNlYXU4Y3g5dVZhb2FOU1A&ui_locales=en,1,2024-09-02T07:21:08+05:00
WEB Programming | walzl,https://www.walzl1.com/copy-of-programming-10-1,1,2024-09-02T07:14:56+05:00
Web Assignment | PDF | Dynamic Web Page | World Wide Web,https://www.scribd.com/document/521798628/Web-Assignment,1,2024-09-02T07:14:53+05:00
spec.pdf,https://www.rose-hulman.edu/class/cs/csse290-WebProgramming/201330/Homework/1/spec.pdf,1,2024-09-02T07:14:28+05:00
Beige Minimalist What Is Juneteenth Instagram Story - Your Story,https://www.canva.com/design/DAGOyVHYRVY/VRM_Gn9e5BfEklH6MtBMWQ/edit,1,2024-09-07T12:28:24+05:00
The Vault,https://pulsr.co.uk/Vault.html,1,2024-09-02T07:07:41+05:00
Video in write blocker - Google Photos,https://photos.google.com/album/AF1QipNVjOVglf9r5Z2YMoCcZy0wKGTfPmB2hNuD0DFt/photo/AF1QipP2MlW_y5Qb4zh2Z5kypoMY3oVR8TDdYjCP0KqA,1,2024-09-07T12:47:18+05:00
write blocker - Google Photos,https://photos.google.com/share/AF1QipOYHzXHZzGM6Lr-yrZ-nQXjNE2237u9eo1uiuRvFSropIhuHJ69oJQhDDohqmHM4Q,1,2024-09-07T12:47:36+05:00
ChatGPT - code: python java c html sql javascript react web+,https://chatgpt.com/g/g-cksUvVWar-code-python-java-c-html-sql-javascript-react-web/c/35085024-da71-4486-8984-c536b5ab301a,1,2024-09-02T07:07:37+05:00
